Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
7224|M12580.1 Drosophila hydei Y chromosome lampbrush loop transcribed repeats,1186,0,861,30.43,33.57,90.66,297.92,2.19,1184.95,1e-26,7214,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,,
"502143|JQ965721.1 Uncultured Neptuniibacter sp. clone DP19 16S ribosomal RNA gene, partial sequence",1060,0,558,69.18,70.61,97.97,141.62,9.74,1059.32,1e-26,459520,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,
"77133|AB694197.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU017_Common_Clone02",1684,0,1398,75.18,75.18,100.0,133.02,6.21,1682.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB694447.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU178_Ref_Clone01",802,0,1519,70.77,71.03,99.63,140.78,2.34,800.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB694451.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU183_Ref_Clone01",3050,0,1466,55.87,56.21,99.39,177.91,9.28,3048.21,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"120858|JQ712379.1 Uncultured epsilon proteobacterium clone AV07-CP-12 16S ribosomal RNA gene, partial sequence",2262,0,1388,78.75,79.03,99.64,126.53,8.04,2260.3,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"120858|JQ712392.1 Uncultured epsilon proteobacterium clone AV07-CP-32 16S ribosomal RNA gene, partial sequence",2350,0,1389,61.56,61.84,99.53,161.7,7.45,2348.3,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"120858|JQ712411.1 Uncultured epsilon proteobacterium clone AV08-BC-3 16S ribosomal RNA gene, partial sequence",1172,0,1367,68.54,69.2,99.05,144.5,3.95,1170.33,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"120858|JQ712424.1 Uncultured epsilon proteobacterium clone AV08-BC-25 16S ribosomal RNA gene, partial sequence",1244,0,1380,39.93,39.93,100.0,250.45,4.13,1242.31,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"120858|JQ712439.1 Uncultured epsilon proteobacterium clone ES08-H-9 16S ribosomal RNA gene, partial sequence",2462,0,1383,82.21,83.01,99.04,120.47,8.87,2460.31,1e-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"265882|HQ666084.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 702-F2_Meng-28 hydrazine oxidoreductase gene, partial cds",534,0,795,37.74,37.74,100.0,265.0,1.89,533.03,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"77133|HQ666566.1 Uncultured bacterium clone 401-E1_LM4-1 putative dissimilatory nitrite reductase gene, partial cds",408,0,413,93.95,95.88,97.98,104.29,5.35,407.49,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JX222610.1 Uncultured bacterium clone EMIRGE_OTU_s3t2d_13 16S ribosomal RNA gene, partial sequence",1026,0,1513,33.58,34.7,96.76,288.19,3.36,1024.15,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|JQ901773.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 25H-H-4 HZO gene, partial cds",1814,0,994,73.34,75.05,97.72,133.24,7.83,1812.78,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|JQ901778.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 25H-H-10 HZO gene, partial cds",600,0,994,42.15,43.06,97.9,232.24,2.95,598.78,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|JQ901780.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 30H-H-1 HZO gene, partial cds",634,0,994,85.21,87.02,97.92,114.91,2.49,632.78,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|JQ901781.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 30H-H-3 HZO gene, partial cds",2056,0,994,91.15,92.25,98.8,108.4,8.24,2054.78,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|JQ901813.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 40H-H-2 HZO gene, partial cds",598,0,994,48.29,48.99,98.56,204.11,2.41,596.78,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|JQ901826.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 48H-H-7 HZO gene, partial cds",1058,0,994,70.32,71.43,98.45,140.0,4.68,1056.78,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"155900|JX194322.1 Uncultured organism clone 1301A09_196 16S ribosomal RNA gene, partial sequence",628,0,858,69.7,69.81,99.83,143.24,3.8,626.95,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|JX194363.1 Uncultured organism clone 1301A09_362 16S ribosomal RNA gene, partial sequence",1874,0,858,80.3,80.3,100.0,124.53,9.61,1872.95,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|JX194379.1 Uncultured organism clone 1301A10_054 16S ribosomal RNA gene, partial sequence",2946,0,834,82.37,82.37,100.0,121.4,16.23,2944.98,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|JX194388.1 Uncultured organism clone 1301A10_100 16S ribosomal RNA gene, partial sequence",648,0,852,41.78,41.78,100.0,239.33,3.17,646.96,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|JX194405.1 Uncultured organism clone 1301A10_142 16S ribosomal RNA gene, partial sequence",648,0,850,65.76,65.88,99.82,151.79,2.82,646.96,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|JX194412.1 Uncultured organism clone 1301A10_161 16S ribosomal RNA gene, partial sequence",1010,0,846,69.98,71.16,98.34,140.53,6.68,1008.96,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"155900|JX194426.1 Uncultured organism clone 1301A10_007 16S ribosomal RNA gene, partial sequence",468,0,855,47.25,47.6,99.26,210.07,2.46,466.95,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"155900|JX194620.1 Uncultured organism clone 1301A10sw_143 16S ribosomal RNA gene, partial sequence",838,0,857,68.38,69.43,98.49,144.03,4.79,836.95,1e-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
"77133|HE857461.1 Uncultured bacterium partial 16S rRNA gene, clone Llauset_1_F6",1436,0,926,52.16,54.86,95.08,182.28,7.5,1434.87,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"34034|FR872073.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone GoM_DSSGM3_54",890,0,686,96.36,96.94,99.4,103.16,6.55,889.16,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"77133|FR872118.1 Uncultured bacterium partial mRNA for adenosine-5'-phosphosulfate reductase (aprA gene), clone GoM_AprA_13",718,0,412,95.15,100.0,95.15,100.0,10.94,717.5,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JX097331.1 Uncultured bacterium clone SE-Bact-68 16S ribosomal RNA gene, partial sequence",2530,0,1484,43.73,44.68,97.89,223.83,7.73,2528.18,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FR876344.1 Uncultured bacterium partial 16S rRNA gene, clone HMW-S2796",806,0,742,73.99,75.2,98.39,132.97,5.63,805.09,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FR877422.1 Uncultured bacterium partial 16S rRNA gene, clone NY-R744FR877193.1 Uncultured bacterium partial 16S rRNA gene, clone NY-R516FR877200.1 Uncultured bacterium partial 16S rRNA gene, clone NY-R291FR877206.1 Uncultured bacterium partial 16S rRNA gene, clone NY-R298FR877236.1 Uncultured bacterium partial 16S rRNA gene, clone NY-R386FR877255.1 Uncultured bacterium partial 16S rRNA gene, clone NY-R441",700,0,714,99.02,100.0,99.02,100.0,5.01,699.13,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR877503.1 Uncultured bacterium partial 16S rRNA gene, clone ST-E1972",528,0,603,86.57,86.9,99.62,115.08,3.8,527.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR875389.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-E1989",800,0,611,57.94,58.1,99.72,172.11,5.55,799.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR875393.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-E1996FR875531.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1374FR875677.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1688FR875690.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1711",1500,0,615,98.86,99.67,99.18,100.33,11.39,1499.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR875519.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1345FR875520.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1255FR875521.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1349",388,0,462,65.58,65.58,100.0,152.48,3.24,387.43,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR875570.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1507",406,0,627,65.87,66.35,99.28,150.72,3.57,405.23,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR875572.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1514",1482,0,613,100.0,100.0,100.0,100.0,12.18,1481.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR875576.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1524FR875577.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1532",626,0,626,58.63,58.79,99.73,170.11,4.96,625.23,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR875581.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1542",6544,0,613,95.76,96.25,99.49,103.9,44.38,6543.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR875639.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1519",1762,0,598,80.1,82.27,97.36,121.54,13.36,1761.27,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FR876850.1 Uncultured bacterium partial 16S rRNA gene, clone HMW-R1176",418,0,613,74.71,75.04,99.57,133.26,3.65,417.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR876975.1 Uncultured bacterium partial 16S rRNA gene, clone NY-W398",430,0,614,78.01,78.01,100.0,128.18,3.42,429.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR876980.1 Uncultured bacterium partial 16S rRNA gene, clone NY-W328",394,0,610,51.48,52.62,97.82,190.03,3.44,393.25,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FR876986.1 Uncultured bacterium partial 16S rRNA gene, clone NY-W325",5852,0,625,96.0,96.48,99.5,103.65,43.73,5851.23,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR877070.1 Uncultured bacterium partial 16S rRNA gene, clone NY-E1848",384,0,605,67.11,67.44,99.51,148.28,3.21,383.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR875854.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-W734",394,0,615,72.52,72.68,99.78,137.58,3.42,393.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|FR875950.1 Uncultured bacterium partial 16S rRNA gene, clone HMW-S2234",860,0,821,77.22,79.78,96.79,125.34,6.57,859.0,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|FR876057.1 Uncultured bacterium partial 16S rRNA gene, clone HMW-S1676",290,0,458,71.18,71.18,100.0,140.49,2.55,289.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX279790.1 Uncultured bacterium clone 3500M-23 RNA polymerase beta-subunit (rpoB) gene, partial cds",784,0,1284,65.58,66.2,99.06,151.06,2.8,782.43,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX279800.1 Uncultured bacterium clone 3500M-11 RNA polymerase beta-subunit (rpoB) gene, partial cds",1048,0,1284,51.71,52.26,98.96,191.36,3.88,1046.43,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX193312.1 Uncultured bacterium clone D10908 16S ribosomal RNA gene, partial sequence",1116,0,1553,47.01,47.59,98.78,210.15,3.29,1114.1,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1227845|JX235723.1 NC10 bacterium enrichment culture clone TH4-5 16S ribosomal RNA gene, partial sequence",268,0,459,68.19,70.81,96.31,141.23,2.5,267.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"1227836|JX235755.1 NC10 bacterium enrichment culture clone TH4-34 16S ribosomal RNA gene, partial sequence",420,0,459,71.68,74.07,96.76,135.0,3.88,419.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"1227872|JX235764.1 NC10 bacterium enrichment culture clone TH5-36 16S ribosomal RNA gene, partial sequence",1300,0,459,74.95,77.78,96.36,128.57,11.46,1299.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"1227862|JX235784.1 NC10 bacterium enrichment culture clone TH5-23 16S ribosomal RNA gene, partial sequence",634,0,459,68.85,72.11,95.47,138.67,6.37,633.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"1227875|JX235794.1 NC10 bacterium enrichment culture clone TH5-40 16S ribosomal RNA gene, partial sequenceKP297005.1 Uncultured candidate division NC10 bacterium clone B55 16S ribosomal RNA gene, partial sequence",824,0,459,76.69,79.08,96.97,126.45,8.22,823.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"1227878|JX235797.1 NC10 bacterium enrichment culture clone TH5-43 16S ribosomal RNA gene, partial sequence",536,0,459,89.32,90.63,98.56,110.34,4.54,535.44,1e-26,1227878,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,NC10 bacterium enrichment culture clone TH5-43
"1227917|JX235809.1 NC10 bacterium enrichment culture clone TH6-9 16S ribosomal RNA gene, partial sequence",432,0,459,62.75,64.27,97.63,155.59,3.8,431.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"1227897|JX235822.1 NC10 bacterium enrichment culture clone TH6-13 16S ribosomal RNA gene, partial sequence",878,0,459,85.62,90.2,94.93,110.87,8.94,877.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"1227898|JX235823.1 NC10 bacterium enrichment culture clone TH6-14 16S ribosomal RNA gene, partial sequence",286,0,459,89.11,90.63,98.32,110.34,2.58,285.44,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"77133|JX391125.1 Uncultured bacterium clone H0085 16S ribosomal RNA gene, partial sequence",1158,0,1519,49.18,49.57,99.2,201.73,3.75,1156.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX391254.1 Uncultured bacterium clone HF014 16S ribosomal RNA gene, partial sequence",788,0,1476,48.85,48.98,99.72,204.15,2.62,786.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX391641.1 Uncultured bacterium clone NF022 16S ribosomal RNA gene, partial sequence",780,0,1487,52.05,52.52,99.1,190.4,2.49,778.18,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX391774.1 Uncultured bacterium clone NS059 16S ribosomal RNA gene, partial sequence",808,0,1481,41.73,41.8,99.84,239.26,2.41,806.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HE663276.1 Uncultured bacterium partial 16S rRNA gene, clone LBG7391",432,0,786,53.05,54.2,97.89,184.51,3.14,431.04,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HE663291.1 Uncultured bacterium partial 16S rRNA gene, clone LBDT3589",10478,0,884,99.55,100.0,99.55,100.0,53.67,10476.92,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HE663370.1 Uncultured bacterium partial 16S rRNA gene, clone NLDT3464",1500,0,901,76.14,76.25,99.85,131.15,7.82,1498.9,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1004788|CP003844.1 Alteromonas macleodii str. 'English Channel 673', complete genome",4072356,1766,4601785,71.53,72.17,99.11,138.56,4.21,4067059.57,1e-26,28108,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii
"1004785|CP003845.1 Alteromonas macleodii str. 'Black Sea 11', complete genome",17174544,1369,4480507,91.49,92.77,98.61,107.79,20.02,17170434.77,1e-26,28108,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii
"358574|AB750411.1 Uncultured microorganism intI gene for integron integrase, partial cds, clone: 9Cas.IntI",392,0,488,80.74,85.25,94.71,117.31,5.88,391.4,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|AB750507.1 Uncultured microorganism DNA, gene cassette 73Cas.GasHyd.GC.1, gene cassette 73Cas.GasHyd.GC.2, complete sequence, clone: 73Cas.GasHyd.GC",1188,0,1907,89.15,91.4,97.53,109.41,4.05,1185.67,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|AB750520.1 Uncultured microorganism DNA, gene cassette 86Cas.GasHyd.GC.1, complete sequence, clone: 86Cas.GasHyd.GC.1",820,0,1359,74.32,76.89,96.65,130.05,4.31,818.34,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB750567.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: 6 hydrate.Cas.16S",2004,0,1490,94.83,95.1,99.72,105.15,6.47,2002.18,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX206568.1 Uncultured bacterium clone AW10-9I_C23 16S ribosomal RNA gene, partial sequence",1040,0,1423,67.04,67.04,100.0,149.16,3.31,1038.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX477383.1 Uncultured bacterium clone Guay_85 16S ribosomal RNA gene, partial sequence",792,0,600,69.5,69.5,100.0,143.88,6.42,791.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX477386.1 Uncultured bacterium clone Guay_90 16S ribosomal RNA gene, partial sequence",942,0,600,99.17,99.33,99.83,100.67,6.48,941.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX477394.1 Uncultured bacterium clone Guay_13 16S ribosomal RNA gene, partial sequence",420,0,600,79.67,80.5,98.96,124.22,3.75,419.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX477396.1 Uncultured bacterium clone Guay_17 16S ribosomal RNA gene, partial sequence",3696,0,600,98.17,100.33,97.84,99.67,27.96,3695.27,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JX477411.1 Uncultured bacterium clone Guay_58 16S ribosomal RNA gene, partial sequence",302,0,600,73.33,73.67,99.55,135.75,2.5,301.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX477413.1 Uncultured bacterium clone Guay_64 16S ribosomal RNA gene, partial sequence",1760,0,600,90.67,91.67,98.91,109.09,13.96,1759.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB695387.1 Uncultured bacterium nifH gene for nitrogenase, partial cds, clone: NT-SI6",736,0,328,98.78,100.0,98.78,100.0,12.56,735.6,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX504376.1 Uncultured bacterium clone bac246c 16S ribosomal RNA gene, partial sequence",974,0,1555,21.16,21.16,100.0,472.64,2.46,972.1,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX500745.1 Uncultured bacterium clone guay_T10 NosZ gene, partial cds",2374,0,591,94.25,99.83,94.41,100.17,24.76,2373.28,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JN884832.1 Uncultured bacterium clone NZ_45_Bac_24 16S ribosomal RNA gene, partial sequence",518,0,590,97.29,97.63,99.65,102.43,5.06,517.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN884836.1 Uncultured bacterium clone NZ_45_Bac_29 16S ribosomal RNA gene, partial sequence",488,0,890,67.08,68.54,97.87,145.9,3.52,486.91,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|JN885011.1 Uncultured archaeon clone NZ_315_Arch_57 16S ribosomal RNA gene, partial sequence",1076,0,795,97.61,97.86,99.74,102.19,7.16,1075.03,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|JN885023.1 Uncultured bacterium clone NZ_315_Bac11 16S ribosomal RNA gene, partial sequence",770,0,700,92.14,92.14,100.0,108.53,5.52,769.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885028.1 Uncultured bacterium clone NZ_315_Bac18 16S ribosomal RNA gene, partial sequence",818,0,800,59.38,59.38,100.0,168.42,4.5,817.02,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885029.1 Uncultured bacterium clone NZ_315_Bac20 16S ribosomal RNA gene, partial sequence",596,0,800,58.12,58.12,100.0,172.04,2.96,595.02,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885035.1 Uncultured bacterium clone NZ_315_Bac31 16S ribosomal RNA gene, partial sequence",1078,0,700,69.0,69.14,99.79,144.63,6.32,1077.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885037.1 Uncultured bacterium clone NZ_315_Bac33 16S ribosomal RNA gene, partial sequence",442,0,800,59.5,61.25,97.14,163.27,2.25,441.02,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JN885038.1 Uncultured bacterium clone NZ_315_Bac34 16S ribosomal RNA gene, partial sequence",1120,0,770,75.84,76.75,98.82,130.29,7.79,1119.06,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885041.1 Uncultured bacterium clone NZ_315_Bac42 16S ribosomal RNA gene, partial sequence",1062,0,800,62.88,62.88,100.0,159.05,6.38,1061.02,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885045.1 Uncultured bacterium clone NZ_315_Bac46 16S ribosomal RNA gene, partial sequence",1820,0,700,71.43,71.43,100.0,140.0,11.93,1819.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885049.1 Uncultured bacterium clone NZ_315_Bac51 16S ribosomal RNA gene, partial sequence",1392,0,800,89.38,89.38,100.0,111.89,8.24,1391.02,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885050.1 Uncultured bacterium clone NZ_315_Bac53 16S ribosomal RNA gene, partial sequence",16818,0,700,99.14,99.71,99.43,100.29,110.53,16817.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885055.1 Uncultured bacterium clone NZ_315_Bac64 16S ribosomal RNA gene, partial sequence",688,0,700,58.43,59.14,98.79,169.08,4.71,687.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885059.1 Uncultured bacterium clone NZ_315_Bac77 16S ribosomal RNA gene, partial sequence",374,0,700,57.71,58.29,99.02,171.57,2.14,373.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
