Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"358574|KF050899.1 Uncultured microorganism clone 3224_G06 nitrogenase reductase subunit NifH (nifH) gene, partial cds",2322,1,389,97.43,100.0,97.43,100.0,32.23,2318.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KF050909.1 Uncultured microorganism clone 3224_H05 nitrogenase reductase subunit NifH (nifH) gene, partial cds",1612,1,389,83.8,85.6,97.9,116.82,21.61,1608.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KF050912.1 Uncultured microorganism clone 3224_H11 nitrogenase reductase subunit NifH (nifH) gene, partial cds",2630,1,389,95.12,100.0,95.12,100.0,48.7,2626.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|KF050918.1 Uncultured microorganism clone 3264_A10 nitrogenase reductase subunit NifH (nifH) gene, partial cds",1108,1,389,84.32,85.35,98.8,117.17,11.58,1104.52,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|KF050920.1 Uncultured microorganism clone 3264_A12 nitrogenase reductase subunit NifH (nifH) gene, partial cds",216,1,389,76.09,77.12,98.67,129.67,3.08,212.54,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|KF050932.1 Uncultured microorganism clone 3264_C01 nitrogenase reductase subunit NifH (nifH) gene, partial cds",408,1,389,80.21,81.75,98.11,122.33,6.29,404.53,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KF050956.1 Uncultured microorganism clone 3264_E02 nitrogenase reductase subunit NifH (nifH) gene, partial cds",1464,1,389,74.55,77.12,96.67,129.67,15.72,1460.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KF050977.1 Uncultured microorganism clone 3264_G01 nitrogenase reductase subunit NifH (nifH) gene, partial cds",300,1,389,59.64,61.18,97.48,163.45,3.84,296.54,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KF050990.1 Uncultured microorganism clone 3264_H02 nitrogenase reductase subunit NifH (nifH) gene, partial cdsKF050999.1 Uncultured microorganism clone 3264_H11 nitrogenase reductase subunit NifH (nifH) gene, partial cds",484,1,389,69.67,70.18,99.27,142.49,6.03,480.53,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"77133|KF623871.1 Uncultured bacterium clone GSPM_21 16S ribosomal RNA gene, partial sequence",638,1,646,46.13,46.44,99.33,215.33,6.5,632.24,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"153939|AB855996.1 Uncultured sulfate-reducing bacterium dsrA, dsrB genes for dissimilatory sulfite reductase alpha subunit, dissimilatory sulfite reductase beta subunit, partial cds, clone: KS1d02",8390,3,1190,44.71,48.74,91.72,205.17,56.26,8379.35,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|KF614965.1 Uncultured archaeon clone 89-241-150cm methyl-coenzyme M reductase alpha subunit (mcrA) gene, partial cds",210,0,314,93.63,95.54,98.0,104.67,2.87,207.21,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1123862|CP003996.1 Klebsiella pneumoniae subsp. pneumoniae Kp13 plasmid pKP13a, complete sequence",6514,7,2459,84.02,85.44,98.33,117.04,11.52,6492.02,1e-26,570,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,
"77133|JN837925.1 Uncultured bacterium clone B17_120x-A9_0239HSNP001F_P7 16S ribosomal RNA gene, partial sequence",596,2,720,67.92,72.22,94.04,138.46,5.69,589.59,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"315405|AB829444.1 Streptococcus gallolyticus pyrC gene for putative dihydrootase, partial cds, allele: 15",880,1,456,65.79,65.79,100.0,152.0,5.92,875.93,1e-26,315405,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus
"130453|KF729738.1 Arachis duranensis retrotransposon A39_Yara_autonomous-Ty1-type, complete sequence",3880,17,5749,52.25,53.92,96.9,185.45,3.35,3828.84,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"130453|KF729761.1 Arachis duranensis retrotransposon A3_Feral_non-autonomous-type, complete sequence",19752,26,8838,63.03,67.03,94.04,149.19,15.71,19673.03,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
"130453|KF729762.1 Arachis duranensis retrotransposon A0_FIDEL_autonomous-Ty3-type, complete sequence",14758,31,10707,55.16,58.06,95.0,172.22,9.62,14662.44,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
"175244|KF718209.1 Uncultured Basidiomycota clone C114O2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequenceKF718210.1 Uncultured Basidiomycota clone C180O2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",372,1,596,46.64,49.83,93.6,200.67,4.45,366.7,1e-26,5204,Eukaryota,Fungi,Basidiomycota,unk_c,unk_o,unk_f,,
"166587|AB826960.1 Uncultured Chloroflexi bacterium gene for 16S rRNA, partial sequence, clone: OGT_AB15_70cm_48",202,1,376,68.35,72.61,94.14,137.73,4.78,198.66,1e-26,200795,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,,
"77133|JQ036279.1 Uncultured bacterium clone HR2 16S ribosomal RNA gene, partial sequenceKM356242.1 Uncultured bacterium clone B_S2518_2_FL 16S ribosomal RNA gene, partial sequence",1114,4,1474,49.66,49.93,99.46,200.27,3.1,1100.87,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ036289.1 Uncultured bacterium clone HR26 16S ribosomal RNA gene, partial sequenceKM356209.1 Uncultured bacterium clone B_C2518_26_FL 16S ribosomal RNA gene, partial sequence",1784,4,1545,35.28,35.6,99.09,280.91,6.66,1770.22,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF616825.1 Uncultured bacterium clone AS3730incBP1D04 16S ribosomal RNA gene, partial sequenceKM356493.1 Uncultured bacterium clone AS_3730inc_bac_BP1_D04 16S ribosomal RNA gene, partial sequence",3148,4,1494,49.8,49.93,99.73,200.27,9.44,3134.65,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF616827.1 Uncultured bacterium clone AS3730incBP2B08 16S ribosomal RNA gene, partial sequenceKM356495.1 Uncultured bacterium clone AS_3730inc_bac_BP2_B08 16S ribosomal RNA gene, partial sequence",1506,4,1490,24.09,24.36,98.9,410.47,4.47,1492.71,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1667327|HG933781.1 Klebsiella quasipneumoniae subsp. quasipneumoniae partial gapA gene for glyceraldehyde 3-phosphate dehydrogenase-A, type strain 01A030T, isolate SB11",420,1,450,58.89,59.11,99.62,169.17,4.1,415.99,1e-26,1463165,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae
"3885|XM_007132680.1 Phaseolus vulgaris hypothetical protein (PHAVU_011G1212001g) mRNA, complete cds",1166,5,1766,22.93,23.33,98.3,428.64,2.55,1150.29,1e-26,3883,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,
"77133|HG942399.1 Uncultured bacterium partial 16S rRNA gene, isolate_6",260,1,386,37.82,38.86,97.33,257.33,1.94,256.57,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB894752.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_3.5m_59AB894762.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_4.0m_9AB894763.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_4.0m_91AB894764.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_4.0m_86AB894765.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_4.0m_93AB894766.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_4.0m_27AB894768.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_4.0m_18AB894769.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_4.0m_58AB894770.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_4.0m_55AB894771.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_4.0m_94AB894772.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_4.0m_19AB894773.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_4.0m_21AB894774.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: Ha_4.0m_60",180,1,358,73.46,79.33,92.61,126.06,3.97,176.82,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"651141|KJ509785.1 Uncultured thaumarchaeote clone P3000_A16 putative ammonia monooxygenase subunit A gene, partial cds",1340,1,626,59.27,59.74,99.2,167.38,9.24,1334.41,1e-26,651141,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured Thaumarchaeota archaeon
"651141|KJ509790.1 Uncultured thaumarchaeote clone P3000_A21 putative ammonia monooxygenase subunit A gene, partial cds",528,1,626,37.54,38.18,98.33,261.92,4.2,522.42,1e-26,651137,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,unk_g,
"651141|KJ509793.1 Uncultured thaumarchaeote clone P3000_A24 putative ammonia monooxygenase subunit A gene, partial cds",662,1,626,53.04,54.15,97.94,184.66,5.08,656.42,1e-26,651137,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,unk_g,
"651141|KJ509866.1 Uncultured thaumarchaeote clone P3000_F8 geranylgeranylglyceryl phosphate synthase-like protein gene, partial cds",180,0,230,82.17,85.65,95.94,116.75,4.28,177.95,1e-26,651137,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,,
"115547|KJ564005.1 Uncultured archaeon clone TVG1-A55 16S ribosomal RNA gene, partial sequence",962,2,782,59.72,62.02,96.29,161.24,10.37,955.02,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KJ661905.1 Uncultured bacterium clone 647 16S ribosomal RNA gene, partial sequence",308,1,506,56.32,59.29,95.0,168.67,4.74,303.5,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KM269687.1 Uncultured bacterium clone SW1112-24 16S ribosomal RNA gene, partial sequence",1556,4,1526,21.76,22.08,98.52,452.82,5.14,1542.39,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
225164|XM_009061673.1 Lottia gigantea hypothetical protein partial mRNA,2036,2,879,91.58,95.22,96.18,105.02,18.03,2028.15,1e-26,69676,Eukaryota,Metazoa,Mollusca,Gastropoda,unk_o,Lottiidae,,
"6293|LM008861.1 Wuchereria bancrofti genome assembly W_bancrofti_Jakarta ,scaffold WBA_contig0007521",10438,6,2252,38.41,38.68,99.31,258.55,20.81,10417.86,1e-26,6293,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,Wuchereria bancrofti
"6293|LM008145.1 Wuchereria bancrofti genome assembly W_bancrofti_Jakarta ,scaffold WBA_contig0006823",3886,7,2503,49.3,50.34,97.94,198.65,6.02,3863.65,1e-26,6292,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,
"387005|LM551545.1 Onchocerca flexuosa genome assembly O_flexuosa_Cordoba ,scaffold OFLC_contig0010542",8510,4,1613,72.54,73.47,98.73,136.12,22.21,8495.57,1e-26,387005,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Onchocerca,Onchocerca flexuosa
"387005|LM577725.1 Onchocerca flexuosa genome assembly O_flexuosa_Cordoba ,scaffold OFLC_contig0034540",946,1,579,91.02,91.88,99.06,108.83,6.98,940.83,1e-26,387005,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Onchocerca,Onchocerca flexuosa
"6290|LM597048.1 Haemonchus placei genome assembly H_placei_MHpl1 ,scaffold HPLM_contig0005519",1900,4,1412,74.01,74.72,99.05,133.84,6.26,1887.4,1e-26,6290,Eukaryota,Metazoa,Nematoda,Chromadorea,Strongylida,Haemonchidae,Haemonchus,Haemonchus placei
"99802|LN251226.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_contig0053924",1036,3,1311,22.81,22.88,99.67,437.0,2.96,1024.32,1e-26,99802,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei
"99802|LN251322.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_scaffold0197346",746,3,1310,54.35,55.42,98.07,180.44,2.39,734.36,1e-26,46580,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,
"99802|LN459865.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_contig0208448",732,1,543,64.46,67.77,95.11,147.55,11.31,727.15,1e-26,28843,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,,
"99802|LN475315.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_contig0223818",460,1,512,31.25,31.45,99.38,318.01,2.93,455.44,1e-26,99802,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei
"318479|LK979248.1 Dracunculus medinensis genome assembly D_medinensis_Ghana ,scaffold DME_contig0000878",16496,4,1443,99.51,100.0,99.51,100.0,49.97,16483.09,1e-26,318479,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Dracunculidae,Dracunculus,Dracunculus medinensis
"51028|LM428655.1 Enterobius vermicularis genome assembly E_vermicularis_Canary_Islands ,scaffold EVEC_contig0003086",2592,2,864,83.33,83.91,99.31,119.17,11.46,2584.28,1e-26,51028,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius,Enterobius vermicularis
"51028|LM428787.1 Enterobius vermicularis genome assembly E_vermicularis_Canary_Islands ,scaffold EVEC_contig0003185",508,2,849,54.3,54.53,99.57,183.37,2.18,500.45,1e-26,51028,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius,Enterobius vermicularis
"51028|LM429873.1 Enterobius vermicularis genome assembly E_vermicularis_Canary_Islands ,scaffold EVEC_contig0004004",522,2,729,65.71,67.76,96.96,147.57,3.09,515.51,1e-26,51027,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius,
"51028|LM432869.1 Enterobius vermicularis genome assembly E_vermicularis_Canary_Islands ,scaffold EVEC_contig0006622",664,1,524,72.33,74.43,97.18,134.36,6.3,659.32,1e-26,51027,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius,
"387005|LM567493.1 Onchocerca flexuosa genome assembly O_flexuosa_Cordoba ,scaffold OFLC_scaffold0004893",1870,2,788,91.75,93.91,97.7,106.49,10.02,1862.96,1e-26,6281,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Onchocerca,
"6290|LM607401.1 Haemonchus placei genome assembly H_placei_MHpl1 ,scaffold HPLM_contig0015518",18550,1,519,100.0,100.0,100.0,100.0,222.45,18545.35,1e-26,6290,Eukaryota,Metazoa,Nematoda,Chromadorea,Strongylida,Haemonchidae,Haemonchus,Haemonchus placei
"117903|LM795755.1 Protopolystoma xenopodis genome assembly P_xenopodis_South_Africa ,scaffold PXEA_scaffold0043462",23226,5,1692,99.23,100.53,98.71,99.47,60.6,23210.86,1e-26,117903,Eukaryota,Metazoa,Platyhelminthes,Monogenea,Polystomatidea,Polystomatidae,Protopolystoma,Protopolystoma xenopodis
"117903|LM816151.1 Protopolystoma xenopodis genome assembly P_xenopodis_South_Africa ,scaffold PXEA_contig0092228",6990,4,1434,55.3,55.37,99.87,180.6,21.54,6977.17,1e-26,117903,Eukaryota,Metazoa,Platyhelminthes,Monogenea,Polystomatidea,Polystomatidae,Protopolystoma,Protopolystoma xenopodis
"117903|LM851509.1 Protopolystoma xenopodis genome assembly P_xenopodis_South_Africa ,scaffold PXEA_contig0121100",1994,3,1105,64.25,64.71,99.3,154.55,6.79,1984.13,1e-26,117903,Eukaryota,Metazoa,Platyhelminthes,Monogenea,Polystomatidea,Polystomatidae,Protopolystoma,Protopolystoma xenopodis
"117903|LM877445.1 Protopolystoma xenopodis genome assembly P_xenopodis_South_Africa ,scaffold PXEA_contig0143154",8840,2,931,99.79,99.79,100.0,100.22,42.47,8831.67,1e-26,117903,Eukaryota,Metazoa,Platyhelminthes,Monogenea,Polystomatidea,Polystomatidae,Protopolystoma,Protopolystoma xenopodis
"117903|LM882601.1 Protopolystoma xenopodis genome assembly P_xenopodis_South_Africa ,scaffold PXEA_contig0147561",4226,2,902,84.59,85.14,99.35,117.45,19.31,4217.93,1e-26,117903,Eukaryota,Metazoa,Platyhelminthes,Monogenea,Polystomatidea,Polystomatidae,Protopolystoma,Protopolystoma xenopodis
"117903|LM932760.1 Protopolystoma xenopodis genome assembly P_xenopodis_South_Africa ,scaffold PXEA_contig0188046",476,2,691,26.19,26.63,98.37,375.54,2.89,469.85,1e-26,117902,Eukaryota,Metazoa,Platyhelminthes,Monogenea,Polystomatidea,Polystomatidae,Protopolystoma,
"117903|LM937853.1 Protopolystoma xenopodis genome assembly P_xenopodis_South_Africa ,scaffold PXEA_scaffold0069248",4402,2,674,64.69,68.99,93.76,144.95,26.32,4395.97,1e-26,54588,Eukaryota,Metazoa,Platyhelminthes,Monogenea,Polystomatidea,Polystomatidae,,
"117903|LM942899.1 Protopolystoma xenopodis genome assembly P_xenopodis_South_Africa ,scaffold PXEA_contig0196334",4852,1,657,100.0,100.0,100.0,100.0,37.93,4846.12,1e-26,117903,Eukaryota,Metazoa,Platyhelminthes,Monogenea,Polystomatidea,Polystomatidae,Protopolystoma,Protopolystoma xenopodis
"117903|LM962126.1 Protopolystoma xenopodis genome assembly P_xenopodis_South_Africa ,scaffold PXEA_contig0213681",400,1,594,60.44,62.46,96.77,160.11,3.54,394.71,1e-26,117902,Eukaryota,Metazoa,Platyhelminthes,Monogenea,Polystomatidea,Polystomatidae,Protopolystoma,
"99802|LN046972.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_scaffold0045756",5180,18,6202,36.38,38.65,94.12,258.74,2.65,5124.75,1e-26,28843,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,,
"99802|LN203398.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_scaffold0172477",1310,5,1740,49.25,50.23,98.05,199.08,3.09,1294.51,1e-26,46580,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,
"99802|LN270406.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_contig0064926",2102,3,1182,58.12,58.21,99.85,171.8,7.36,2091.44,1e-26,99802,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei
"99802|LN303281.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_contig0086259",1870,2,1002,85.93,87.13,98.63,114.78,8.97,1861.05,1e-26,99802,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei
"99802|LN324151.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_scaffold0222487",602,2,905,51.93,57.35,90.56,174.37,2.28,593.95,1e-26,28843,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,,
"99802|LN340111.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_contig0113772",434,2,842,35.39,35.63,99.33,280.67,1.74,426.52,1e-26,99802,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei
"99802|LN342306.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_contig0115473",1676,2,834,65.95,67.03,98.39,149.19,9.35,1668.55,1e-26,46580,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,
"99802|LN352066.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_scaffold0229253",1214,2,799,77.6,78.6,98.73,127.23,5.19,1206.87,1e-26,99802,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei
"99802|LN375408.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_contig0140187",644,2,730,61.23,61.23,100.0,163.31,3.66,637.49,1e-26,99802,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei
"99802|LN379765.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_contig0143308",504,2,718,50.0,52.79,94.72,189.45,3.69,497.61,1e-26,28843,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,,
"99802|LN406681.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_scaffold0244784",378,1,658,31.91,35.11,90.91,284.85,2.93,372.15,1e-26,28843,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,,
"99802|LN407393.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_scaffold0244996",1434,1,657,29.22,34.4,84.96,290.71,7.64,1428.13,1e-26,1224679,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,,,
"99802|LN410941.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_contig0164853",400,1,649,95.99,95.99,100.0,104.17,2.27,394.23,1e-26,99802,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei
"99802|LN414646.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_contig0167466",836,1,642,76.17,76.17,100.0,131.29,5.09,830.27,1e-26,99802,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei
"99802|LN433552.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_scaffold0250835",1318,1,601,22.96,23.96,95.83,417.36,4.22,1312.63,1e-26,28843,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,,
"99802|LN477858.1 Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_contig0226346",320,1,508,69.49,71.46,97.25,139.94,2.35,315.48,1e-26,46580,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,
"115547|LN626808.1 Uncultured archaeon partial 16S rRNA gene, clone SW-A_5",840,3,1330,78.5,78.57,99.9,127.27,3.16,828.17,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
9938|KM272303.1 Ovis aries musimon satellite I sequence,1018,2,816,58.7,58.82,99.79,170.0,5.83,1010.72,1e-26,9940,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries
"77133|KM333150.1 Uncultured bacterium clone IJ1ZXBL01A69W7 16S ribosomal RNA gene, partial sequence",288,1,527,49.34,52.56,93.86,190.25,3.42,283.32,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KM338880.1 Uncultured bacterium clone II960TT01COX3X 16S ribosomal RNA gene, partial sequence",418,1,507,54.83,56.41,97.2,177.27,5.33,413.48,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|AB802695.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_06_0014",4740,4,1398,94.35,94.35,100.0,105.99,18.8,4727.5,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB801687.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_02_0052AB801716.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_02_0081AB801780.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_02_0145AB801789.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_02_0154AB801809.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_02_0174AB801865.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_02_0230AB801871.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_02_0236",1744,4,1398,49.64,49.64,100.0,201.44,6.21,1731.53,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB802916.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_07_0044",1692,4,1397,60.34,60.34,100.0,165.72,6.44,1679.54,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB803315.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_19_0003",832,4,1398,21.46,21.46,100.0,466.0,3.0,819.57,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
