Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"91357|AF118019.1 Pseudoalteromonas sp. RE10F/5 16S ribosomal RNA gene, partial sequence",1244,7,1497,47.76,47.83,99.86,209.08,3.76,1220.81,1e-26,91357,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. RE10F/5
"991135|KC503568.1 Uncultured candidate division NC10 bacterium BQ11 16S ribosomal RNA gene, partial sequence",342,2,460,69.78,71.52,97.57,139.82,3.2,334.88,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC503569.1 Uncultured candidate division NC10 bacterium BQ12 16S ribosomal RNA gene, partial sequence",8914,2,460,89.78,91.09,98.57,109.79,80.91,8906.82,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KC503576.1 Uncultured candidate division NC10 bacterium JX02 16S ribosomal RNA gene, partial sequence",536,2,458,98.25,100.66,97.61,99.35,5.2,528.89,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC503578.1 Uncultured candidate division NC10 bacterium MC01 16S ribosomal RNA gene, partial sequence",2218,2,459,64.05,64.71,98.99,154.55,21.45,2210.84,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KC503580.1 Uncultured candidate division NC10 bacterium MC03 16S ribosomal RNA gene, partial sequenceKC503587.1 Uncultured candidate division NC10 bacterium XY03 16S ribosomal RNA gene, partial sequence",16790,2,459,89.98,90.63,99.28,110.34,152.51,16782.83,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KC503583.1 Uncultured candidate division NC10 bacterium MC06 16S ribosomal RNA gene, partial sequence",640,2,459,89.54,90.63,98.8,110.34,6.42,632.87,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KC503596.1 Uncultured candidate division NC10 bacterium YS06 16S ribosomal RNA gene, partial sequence",994,2,459,89.32,91.72,97.39,109.03,9.61,986.85,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC503606.1 Uncultured candidate division NC10 bacterium ZX07 16S ribosomal RNA gene, partial sequence",236,2,459,64.27,65.8,97.68,151.99,2.58,228.93,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC503612.1 Uncultured candidate division NC10 bacterium ZX13 16S ribosomal RNA gene, partial sequence",274,2,459,62.75,64.05,97.96,156.12,2.53,266.91,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"50719|KF578086.1 Vibrio diabolicus strain TBS-8-11-1 gyrase B gene, partial cds",656,3,768,67.84,68.49,99.05,146.01,3.51,644.1,1e-26,50719,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio diabolicus
"663|KF910677.1 Vibrio alginolyticus heme-binding protein (hutB) gene, partial cds",508,4,870,81.49,82.07,99.3,121.85,2.41,494.57,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"227748|JN865255.1 Pseudoalteromonas sp. D41 50S ribosomal protein L4 gene, partial cds",1640,3,603,99.17,99.17,100.0,100.84,12.76,1630.61,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"991135|KF754841.1 Uncultured candidate division NC10 bacterium clone SD10-6 16S ribosomal RNA gene, complete sequence",332,2,459,66.01,69.06,95.58,144.79,3.18,324.9,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"991135|KF754846.1 Uncultured candidate division NC10 bacterium clone SD30-3 16S ribosomal RNA gene, complete sequence",1320,2,456,97.59,100.0,97.59,100.0,15.77,1312.89,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KF754859.1 Uncultured candidate division NC10 bacterium clone SD100-3 16S ribosomal RNA gene, complete sequence",344,2,456,71.93,74.34,96.76,134.51,3.89,336.94,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KC512295.1 Uncultured candidate division NC10 bacterium J0609 16S ribosomal RNA gene, partial sequence",762,2,460,98.48,100.0,98.48,100.0,7.21,754.85,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KF769242.1 Uncultured candidate division NC10 bacterium clone XXAD30-11 16S ribosomal RNA gene, partial sequence",1290,2,459,75.38,75.82,99.43,131.9,11.41,1282.85,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KF769251.1 Uncultured candidate division NC10 bacterium clone XXAD100-5 16S ribosomal RNA gene, partial sequence",424,2,459,61.66,65.14,94.65,153.51,4.12,416.88,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"77133|JQ036272.1 Uncultured bacterium clone HR13 16S ribosomal RNA gene, partial sequenceKM356233.1 Uncultured bacterium clone B_C2518_13_FL 16S ribosomal RNA gene, partial sequence",3994,7,1483,99.39,100.0,99.39,100.0,12.83,3970.9,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ036274.1 Uncultured bacterium clone HR27 16S ribosomal RNA gene, partial sequenceKM356236.1 Uncultured bacterium clone B_C2518_27_FL 16S ribosomal RNA gene, partial sequence",3324,7,1525,41.84,41.9,99.84,238.65,11.21,3300.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ036279.1 Uncultured bacterium clone HR2 16S ribosomal RNA gene, partial sequenceKM356242.1 Uncultured bacterium clone B_S2518_2_FL 16S ribosomal RNA gene, partial sequence",1596,7,1474,99.53,100.0,99.53,100.0,5.75,1573.12,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF851170.1 Uncultured bacterium clone SD14S22-c35 16S ribosomal RNA gene, partial sequence",1052,7,1352,60.72,61.91,98.09,161.53,3.97,1031.07,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KF616704.1 Uncultured bacterium clone APC-3439-J2C6 16S ribosomal RNA gene, partial sequence",1238,7,1377,85.04,86.56,98.24,115.52,5.23,1216.66,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KF616822.1 Uncultured bacterium clone AS3730incBP1D08 16S ribosomal RNA gene, partial sequence",2926,7,1486,99.19,99.8,99.39,100.2,10.18,2902.87,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ193434.1 Uncultured bacterium clone DolGs_01403 16S ribosomal RNA gene, partial sequence",842,7,1374,40.39,40.39,100.0,247.57,2.84,820.78,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ195662.1 Uncultured bacterium clone SeaWat_G165 16S ribosomal RNA gene, partial sequence",2010,6,1332,96.77,98.42,98.32,101.6,8.09,1989.29,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"683403|KJ410563.1 Uncultured Paenisporosarcina sp. clone CE18 16S ribosomal RNA gene, partial sequence",870,6,1187,36.65,38.33,95.6,260.88,3.55,851.63,1e-26,186818,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Planococcaceae,,
"663|KF976814.1 Vibrio alginolyticus strain HY9901 hemin ABC transporter (hutC) gene, complete cds",614,5,1038,58.67,58.77,99.84,170.16,2.6,597.98,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|KJ578007.1 Uncultured bacterium clone b17 16S ribosomal RNA gene, partial sequence",1886,7,1513,32.72,34.96,93.57,286.01,5.9,1862.5,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"115547|AB970922.1 Uncultured archaeon mcrA gene for methyl coenzyme-M reductase subunit A, partial cds, clone: m-2-3STMZ-17",1042,2,483,79.71,82.19,96.98,121.66,9.82,1034.48,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|AB970948.1 Uncultured archaeon mcrA gene for methyl coenzyme-M reductase subunit A, partial cds, clone: m-2-3Surface-27",300,2,483,61.28,62.11,98.67,161.0,3.11,292.54,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|KJ023537.1 Uncultured bacterium clone H03_812_Jing 16S ribosomal RNA gene, partial sequence",990,4,879,49.83,52.22,95.42,191.5,6.9,976.36,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|HG425688.1 Uncultured bacterium partial 16S rRNA gene, clone YK06-05_957_Bac_7",1018,3,705,70.92,71.06,99.8,140.72,5.79,1007.04,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"991135|KM403467.1 Uncultured candidate division NC10 bacterium clone D0516 16S ribosomal RNA gene, partial sequence",316,2,460,69.57,70.87,98.16,141.1,3.2,308.89,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"115547|LN626851.1 Uncultured archaeon partial 16S rRNA gene, clone SW-A_48",7060,7,1359,91.91,91.91,100.0,108.81,24.22,7038.8,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|KF911046.1 Uncultured bacterium clone 7-2_1 PHA synthase (phaC) gene, partial cds",710,2,537,94.04,94.41,99.61,105.92,5.55,701.66,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KF911076.1 Uncultured bacterium clone SW-PhaC-CLS1-GG18 PHA synthase (phaC) gene, complete cds",1838,9,1800,84.61,86.56,97.75,115.53,4.77,1810.08,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|AB802703.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_06_0022",2162,7,1398,90.99,91.13,99.84,109.73,7.67,2140.26,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB801710.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_02_0075",2262,7,1398,98.0,98.07,99.93,101.97,8.64,2240.26,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB803445.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_Thp_46_0003",898,7,1398,88.63,89.27,99.28,112.02,3.85,876.4,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|AB804076.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Bact_002_025",3634,7,1442,78.22,78.57,99.56,127.27,11.39,3611.54,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB804248.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_JS1_001_010",66706,7,1511,99.47,100.13,99.34,99.87,236.49,66682.41,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB804370.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_JS1_001_132AB804533.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_JS1_001_295AB804552.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_JS1_001_314",818,7,1512,40.34,40.34,100.0,247.87,2.58,794.68,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB804998.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_JS1_001_760",4604,7,1512,62.24,62.3,99.89,160.51,12.82,4580.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB804999.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_JS1_001_761",3572,7,1512,45.3,45.57,99.42,219.45,13.47,3548.45,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB805031.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_JS1_001_793",1848,7,1530,28.24,28.24,100.0,354.17,6.47,1824.24,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB805035.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_JS1_001_797",2634,7,1513,49.37,49.44,99.87,202.27,7.51,2610.46,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB805302.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_JS1_002_065",1140,8,1567,83.6,83.73,99.85,119.44,4.2,1115.76,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB805362.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_JS1_002_125",3498,7,1510,95.56,95.96,99.59,104.21,12.12,3474.49,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB805482.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_JS1_002_245",2684,7,1512,57.8,58.0,99.66,172.41,10.04,2660.48,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB805508.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_JS1_002_271",1310,7,1514,90.75,90.75,100.0,110.19,4.55,1286.54,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB805892.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_OP11_002_001",1776,7,1366,99.63,100.0,99.63,100.0,7.09,1754.78,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB805895.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_OP11_005_001",944,7,1393,75.45,79.11,95.37,126.41,4.07,922.46,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|AB805914.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_OP3_016_001",902,7,1509,75.28,76.08,98.95,131.45,2.66,878.7,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB805929.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_WS3_007_001",1664,7,1481,95.0,96.29,98.67,103.86,6.38,1641.01,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB805963.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_chlof_002_009",832,7,1428,87.89,88.03,99.84,113.6,2.38,809.96,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB806012.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_chlof_011_003",16264,7,1429,95.87,96.15,99.71,104.0,57.04,16241.69,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB806019.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_chlof_014_002",2010,7,1428,86.62,86.83,99.76,115.16,6.3,1987.81,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB806065.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_chlof_044_001",856,7,1430,56.85,57.9,98.19,172.71,3.15,833.92,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB806070.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_chlof_049_001",858,7,1433,89.95,90.93,98.93,109.98,3.24,835.88,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB806073.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_chlof_052_001",750,7,1450,49.38,50.97,96.89,196.21,2.82,727.65,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB806085.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_chlof_064_001",1234,7,1417,80.88,81.44,99.31,122.79,4.52,1212.04,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB806229.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Fir_011_001",856,7,1434,85.91,85.98,99.92,116.3,3.14,833.86,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB806246.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Fir_028_001",870,7,1480,75.54,81.08,93.17,123.33,3.95,847.15,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|AB806323.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_002",780,7,1406,73.04,73.33,99.61,136.37,3.35,758.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB806325.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_004AB806327.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_006AB806328.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_007AB806332.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_011AB806335.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_014AB806338.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_017AB806344.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_023AB806348.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_027AB806349.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_028AB806351.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_030",1204,7,1455,68.32,68.59,99.6,145.79,3.71,1181.46,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB806333.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_012AB806339.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_002_018",3668,7,1455,99.79,100.0,99.79,100.0,13.21,3645.34,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB806371.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_004_003",2162,7,1464,99.59,99.73,99.86,100.27,7.16,2139.24,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB806402.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Nit_011_001",4324,7,1460,66.71,66.85,99.8,149.59,15.95,4301.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB806619.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_D-pro_005_004",4096,7,1497,54.78,54.78,100.0,182.56,14.02,4072.68,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB806630.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_D-pro_006_004AB806635.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_D-pro_006_009",4668,7,1497,96.19,96.26,99.93,103.89,14.25,4644.67,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB807105.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Pla_036_002",1726,7,1473,96.88,97.9,98.96,102.15,6.21,1703.13,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB807289.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_Spi_004_002",2840,7,1477,97.29,97.36,99.93,102.71,8.06,2817.01,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB807333.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_TA06_001_031",3664,7,1480,99.32,99.59,99.73,100.41,10.53,3640.95,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB807351.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: smkt_TA06_006_001",1882,7,1487,97.58,100.07,97.51,99.93,6.53,1858.9,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|AB797444.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_AAG_03_0022AB797446.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_AAG_03_0024",864,7,1410,97.59,97.59,100.0,102.47,3.14,842.22,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB797498.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_C3_01_0012AB797499.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_C3_01_0013",3468,7,1429,99.86,100.0,99.86,100.0,11.06,3445.74,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB797623.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_C3_03_0002",1078,7,1407,69.72,70.65,98.69,141.55,3.73,1056.22,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB797655.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_C3_04_0007",2396,7,1428,95.59,95.66,99.93,104.54,7.74,2373.79,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|AB797668.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_C3_05_0003AB797675.1 Uncultured archaeon gene for 16S rRNA, partial sequence, clone: smkt_C3_05_0010",1012,7,1430,97.62,97.83,99.79,102.22,3.1,989.88,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
