Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"86473|AB701932.1 Uncultured gamma proteobacterium gene for 16S rRNA, partial sequence, clone: JKEO-18-26AB702330.1 Uncultured gamma proteobacterium gene for 16S rRNA, partial sequence, clone: StnN2-30-17LC087318.1 Uncultured gamma proteobacterium gene for 16S rRNA, partial sequence, clone: JT_st2_2000m_75",208,0,376,79.26,79.79,99.33,125.33,3.19,207.81,1e-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"77133|AB631425.1 Uncultured bacterium dsrB gene for dissimilatory sulfite reductase beta subunit, partial cds, clone: gok372AB631456.1 Uncultured bacterium dsrB gene for dissimilatory sulfite reductase beta subunit, partial cds, clone: gok403AB632109.1 Uncultured bacterium dsrB gene for dissimilatory sulfite reductase beta subunit, partial cds, clone: yat099",260,0,340,82.65,83.24,99.29,120.14,3.01,259.83,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB631560.1 Uncultured bacterium dsrB gene for dissimilatory sulfite reductase beta subunit, partial cds, clone: shi021",990,0,343,95.04,100.0,95.04,100.0,18.45,989.83,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JQ586307.1 Uncultured bacterium clone SR10-107 16S ribosomal RNA gene, partial sequence",868,0,1501,64.96,65.36,99.39,153.01,2.77,867.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ586322.1 Uncultured bacterium clone SR10-152 16S ribosomal RNA gene, partial sequence",1388,0,1473,34.42,34.42,100.0,290.53,4.33,1387.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"174329|JQ579740.1 Uncultured Fusobacteria bacterium clone FII-OX091 16S ribosomal RNA gene, partial sequence",13542,0,1477,99.8,100.0,99.8,100.0,37.97,13541.27,1e-26,174329,Bacteria,unk_k,Fusobacteria,unk_c,unk_o,unk_f,unk_g,uncultured Fusobacteria bacterium
"34034|JQ579779.1 Uncultured delta proteobacterium clone FII-OX130 16S ribosomal RNA gene, partial sequence",988,0,1521,69.95,70.41,99.35,142.02,2.96,987.25,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"174329|JQ579930.1 Uncultured Fusobacteria bacterium clone FII-TR135 16S ribosomal RNA gene, partial sequence",838,0,1477,48.68,48.82,99.72,204.85,2.99,837.27,1e-26,174329,Bacteria,unk_k,Fusobacteria,unk_c,unk_o,unk_f,unk_g,uncultured Fusobacteria bacterium
"152507|JQ579945.1 Uncultured actinobacterium clone FII-AN004 16S ribosomal RNA gene, partial sequence",756,0,1494,57.16,57.5,99.42,173.92,2.41,755.26,1e-26,152507,Bacteria,unk_k,Actinobacteria,Actinomycetia,unk_o,unk_f,unk_g,uncultured actinobacterium
"203437|JQ580102.1 Uncultured Gemmatimonadetes bacterium clone RII-OX015 16S ribosomal RNA gene, partial sequence",2118,0,1516,81.99,83.11,98.65,120.32,7.32,2117.25,1e-26,203437,Bacteria,unk_k,Gemmatimonadetes,unk_c,unk_o,unk_f,unk_g,uncultured Gemmatimonadetes bacterium
"34034|JQ580125.1 Uncultured delta proteobacterium clone RII-OX038 16S ribosomal RNA gene, partial sequence",986,0,1523,71.77,72.29,99.27,138.33,2.8,985.25,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"166587|JQ580303.1 Uncultured Chloroflexi bacterium clone RII-TR070 16S ribosomal RNA gene, partial sequence",896,0,1488,85.01,85.48,99.45,116.98,3.13,895.27,1e-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"152507|JQ580460.1 Uncultured actinobacterium clone RII-AN081 16S ribosomal RNA gene, partial sequence",2310,0,1518,98.48,98.75,99.73,101.27,7.37,2309.25,1e-26,152507,Bacteria,unk_k,Actinobacteria,Actinomycetia,unk_o,unk_f,unk_g,uncultured actinobacterium
"34034|JQ580503.1 Uncultured delta proteobacterium clone RII-AN124 16S ribosomal RNA gene, partial sequence",1374,0,1522,89.29,90.08,99.12,111.01,4.07,1373.25,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
1130997|JQ085822.1 Uncultured bacterium W5-15b genomic sequence,80204,6,36707,76.82,78.54,97.81,127.33,13.62,80185.96,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
1130998|JQ085823.1 Uncultured bacterium W5-47b genomic sequence,21516,5,34525,29.99,30.93,96.96,323.33,3.8,21499.0,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"120965|JQ309012.1 Uncultured planctomycete clone MC15_A3-S 16S ribosomal RNA gene, partial sequence",708,0,768,87.24,87.24,100.0,114.63,5.38,707.62,1e-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"77133|JQ753169.1 Uncultured bacterium clone W21 16S ribosomal RNA gene, partial sequence",2686,0,1503,99.27,99.47,99.8,100.54,8.62,2685.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1188754|JQ670711.1 Bacterium enrichment culture clone KWE30-10 16S ribosomal RNA gene, partial sequence",1356,0,1480,92.64,93.58,98.99,106.86,4.27,1355.27,1e-26,1188754,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium enrichment culture clone KWE30-10
"77133|JQ989455.1 Uncultured bacterium clone ORI-902A-02-P_S008-010_021B02 16S ribosomal RNA gene, partial sequence",2790,0,1463,76.08,76.14,99.91,131.33,10.85,2789.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ989459.1 Uncultured bacterium clone ORI-902A-02-P_S008-010_021B10 16S ribosomal RNA gene, partial sequence",1934,0,1333,98.87,100.0,98.87,100.0,7.62,1933.34,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JQ816175.1 Uncultured bacterium clone MD-178-10-3263C_T6N-G_S150_03B12 16S ribosomal RNA gene, partial sequence",798,0,1475,77.42,77.69,99.65,128.71,2.64,797.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX000940.1 Uncultured bacterium clone ORI-961-19-1-P_S008-010_19-11B03 16S ribosomal RNA gene, partial sequence",1020,0,1394,97.49,98.06,99.41,101.98,3.79,1019.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX000941.1 Uncultured bacterium clone ORI-961-19-1-P_S008-010_19-11B04 16S ribosomal RNA gene, partial sequence",3218,0,1480,97.77,98.11,99.66,101.93,10.53,3217.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX000949.1 Uncultured bacterium clone ORI-961-19-1-P_S008-010_19-11B12 16S ribosomal RNA gene, partial sequence",1348,0,1481,96.02,96.35,99.65,103.78,4.45,1347.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX000982.1 Uncultured bacterium clone ORI-961-19-1-P_S128-130_19-13B12 16S ribosomal RNA gene, partial sequence",1054,0,1418,57.05,57.19,99.75,174.85,3.81,1053.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX001129.1 Uncultured bacterium clone ORI-961-21-3-P_S008-010_21-31B13 16S ribosomal RNA gene, partial sequence",776,0,1476,55.42,55.56,99.76,180.0,2.35,775.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB687823.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: SoilDirect_102",312,0,600,77.17,77.17,100.0,129.59,2.0,311.7,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"502143|JQ965721.1 Uncultured Neptuniibacter sp. clone DP19 16S ribosomal RNA gene, partial sequence",832,0,558,78.67,80.11,98.21,124.83,7.91,831.72,1e-26,459520,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,
"77133|AB694094.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU004_Common_Clone12",776,0,1434,94.0,94.56,99.41,105.75,2.85,775.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB694160.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU011_Common_Clone03",1102,0,1518,80.37,80.57,99.75,124.12,3.28,1101.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB694244.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU027_Xeno_Clone02",910,0,1519,80.51,80.91,99.51,123.6,2.96,909.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB694417.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU148_Ref_Clone01",930,0,1410,61.21,61.56,99.42,162.44,3.18,929.31,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB694421.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU152_Ref_Clone01",722,0,1382,91.75,92.76,98.91,107.8,3.04,721.32,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB694447.1 Uncultured bacterium 16S rRNA, partial sequence, clone: OTU178_Ref_Clone01",3100,0,1519,99.67,100.0,99.67,100.0,9.1,3099.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"265882|HQ665958.1 Uncultured anaerobic ammonium-oxidizing bacterium clone E401S-H4-P090610C-A2-1 hydrazine oxidoreductase gene, partial cds",556,0,1005,72.64,73.13,99.32,136.73,1.95,555.5,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|HQ665979.1 Uncultured anaerobic ammonium-oxidizing bacterium clone E401S-H4-P090610C-C4-22 hydrazine oxidoreductase gene, partial cds",2894,0,1005,98.61,99.2,99.4,100.8,10.59,2893.5,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|JQ901803.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 39H-H-3 HZO gene, partial cds",1010,0,994,67.4,67.61,99.7,147.92,3.28,1009.51,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|JQ901808.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 39H-H-8 HZO gene, partial cds",954,0,994,86.42,86.52,99.88,115.58,3.25,953.51,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"77133|FR875581.1 Uncultured bacterium partial 16S rRNA gene, clone HMG-R1542",314,0,613,71.94,71.94,100.0,139.0,2.45,313.7,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX193403.1 Uncultured bacterium clone Q10908 16S ribosomal RNA gene, partial sequence",1026,0,1530,85.82,86.99,98.65,114.95,3.31,1025.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX391562.1 Uncultured bacterium clone N3028 16S ribosomal RNA gene, partial sequence",2440,0,1482,64.71,66.4,97.46,150.61,8.77,2439.27,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JX391639.1 Uncultured bacterium clone NF020 16S ribosomal RNA gene, partial sequence",814,0,1518,70.22,70.88,99.07,141.08,2.69,813.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX391644.1 Uncultured bacterium clone NF025 16S ribosomal RNA gene, partial sequence",886,0,1520,77.96,78.88,98.83,126.77,2.92,885.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"358574|AB750400.1 Uncultured microorganism DNA, integron and associated gene cassettes 5Cas.GasHyd, partial and complete sequence, clone: 5Cas.GasHyd",2172,0,2185,69.89,72.68,96.16,137.59,6.77,2170.92,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|AB750507.1 Uncultured microorganism DNA, gene cassette 73Cas.GasHyd.GC.1, gene cassette 73Cas.GasHyd.GC.2, complete sequence, clone: 73Cas.GasHyd.GC",1220,0,1907,87.15,88.52,98.46,112.97,3.56,1219.06,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|AB750520.1 Uncultured microorganism DNA, gene cassette 86Cas.GasHyd.GC.1, complete sequence, clone: 86Cas.GasHyd.GC.1",4034,0,1359,97.2,100.15,97.06,99.85,18.47,4033.33,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|AB750523.1 Uncultured microorganism DNA, gene cassette 89Cas.GasHyd.GC.1, complete sequence, clone: 89Cas.GasHyd.GC.1",1082,0,1085,97.42,100.0,97.42,100.0,5.86,1081.47,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|AB750536.1 Uncultured microorganism DNA, gene cassette 102Cas.GasHyd.GC.1, gene cassette 102Cas.GasHyd.GC.2, complete sequence, clone: 102Cas.GasHyd.GC",1102,0,1189,88.23,94.28,93.58,106.07,7.74,1101.41,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|AB750567.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: 6 hydrate.Cas.16S",10314,0,1490,99.93,100.0,99.93,100.0,31.81,10313.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX504325.1 Uncultured bacterium clone bac165c 16S ribosomal RNA gene, partial sequence",952,0,1552,44.59,45.04,99.0,222.03,2.85,951.24,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX500745.1 Uncultured bacterium clone guay_T10 NosZ gene, partial cds",1200,0,591,97.46,99.83,97.63,100.17,10.08,1199.71,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|JN884843.1 Uncultured bacterium clone NZ_45_Bac_38 16S ribosomal RNA gene, partial sequence",746,0,800,65.12,65.12,100.0,153.55,4.88,745.61,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN884855.1 Uncultured bacterium clone NZ_45_Bac_53 16S ribosomal RNA gene, partial sequence",1638,0,890,80.34,80.45,99.86,124.3,8.42,1637.56,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN884932.1 Uncultured bacterium clone NZ_78_Bac_15 16S ribosomal RNA gene, partial sequence",840,0,920,91.63,92.17,99.41,108.49,4.45,839.55,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN884955.1 Uncultured bacterium clone NZ_78_Bac_40 16S ribosomal RNA gene, partial sequence",572,0,920,96.74,97.72,99.0,102.34,3.33,571.55,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885050.1 Uncultured bacterium clone NZ_315_Bac53 16S ribosomal RNA gene, partial sequence",588,0,700,94.57,94.57,100.0,105.74,4.29,587.65,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JN885072.1 Uncultured bacterium clone NZ_315_Bac112 16S ribosomal RNA gene, partial sequence",880,0,700,91.57,91.57,100.0,109.2,5.51,879.65,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1167203|JX537586.1 Uncultured marine thaumarchaeote clone CF11-A-07 ammonia monooxygenase subunit A (amoA) gene, partial cds",382,0,635,71.5,71.81,99.56,139.25,1.89,381.69,1e-26,1167203,Archaea,unk_k,Thaumarchaeota,unk_c,unk_o,unk_f,unk_g,uncultured marine thaumarchaeote
1202494|HE863791.1 Bacterium symbiont of Thyasira sp. Guiness partial 23S rRNA gene,2952,0,1208,88.66,93.46,94.86,107.0,16.87,2951.4,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
1202496|HE863796.1 Bacterium symbiont of Acharax sp. Guiness partial 23S rRNA gene,1670,0,1082,97.41,99.63,97.77,100.37,10.64,1669.47,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|AB760286.1 Uncultured bacterium hzsA gene for putative hydrazine synthase subunit, partial cds, clone: OGT_hzsA_2_08",3160,0,1285,63.74,68.4,93.17,146.19,17.25,3159.37,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JX905987.1 Uncultured bacterium clone PM14 16S ribosomal RNA gene, partial sequence",1316,0,788,90.74,91.24,99.44,109.6,9.58,1315.61,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|AB770238.1 Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: MD179_74_MD3304_U_5cm_01",432,0,466,84.76,84.98,99.75,117.68,5.15,431.77,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545476.1 Uncultured bacterium partial 16S rRNA gene, clone ARN BS4 C16",3600,0,934,83.94,84.26,99.62,118.68,17.28,3599.54,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545499.1 Uncultured bacterium partial 16S rRNA gene, clone ARN BS1 C23",492,0,873,63.46,63.46,100.0,157.58,2.41,491.57,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF545562.1 Uncultured bacterium partial 16S rRNA gene, clone 1ARNbW12_S1_36",528,0,910,60.88,60.88,100.0,164.26,2.53,527.55,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"592975|JX945935.1 Uncultured Candidatus Scalindua sp. clone AHB006 hydrazine oxidoreductase (hzo) gene, partial cds",1370,0,1063,68.86,71.97,95.69,138.95,9.36,1369.48,1e-26,2897346,Bacteria,unk_k,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,,
"1268474|KC012855.1 Bacterium BW3PhG9 16S ribosomal RNA gene, partial sequence",1200,0,1364,99.05,99.05,100.0,100.96,3.95,1199.33,1e-26,1268474,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium BW3PhG9
"120965|JQ822778.1 Uncultured planctomycete clone SCS_ScnirS_19 nitrite reductase (nirS) gene, partial cds",342,0,459,92.81,100.0,92.81,100.0,5.54,341.77,1e-26,203682,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,,
"227748|HQ729477.1 Pseudoalteromonas sp. D41 transcription termination factor Rho gene, complete cds",790,0,1260,71.59,71.9,99.56,139.07,2.86,789.38,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729478.1 Pseudoalteromonas sp. D41 DNA-directed RNA polymerase alpha chain gene, complete cds",1056,0,987,98.99,99.39,99.59,100.61,5.16,1055.51,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729479.1 Pseudoalteromonas sp. D41 DNA-directed RNA polymerase subunit beta gene, complete cds",3696,0,4026,94.83,95.33,99.48,104.9,4.54,3694.02,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729480.1 Pseudoalteromonas sp. D41 lytic cell-wall binding lipoprotein gene, complete cds",1054,0,1911,82.78,83.62,99.0,119.59,2.8,1053.06,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"227748|HQ729481.1 Pseudoalteromonas sp. D41 TonB-dependent receptor gene, complete cds",1564,0,2133,85.79,86.4,99.29,115.74,3.26,1562.95,1e-26,227748,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. D41
"51768|HF677662.1 Alcyonium digitatum microsatellite DNA locus Adig074, clone DMF88E02",208,0,370,71.08,73.51,96.69,136.03,0.97,207.82,1e-26,40679,Eukaryota,Metazoa,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Alcyonium,
"1294301|KC169809.1 Sulfitobacter sp. CC-AMSY-48 16S ribosomal RNA gene, partial sequence",8798,0,1429,99.58,99.65,99.93,100.35,29.12,8797.3,1e-26,1294301,Bacteria,unk_k,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. CC-AMSY-48
"199737|JF422980.1 Uncultured candidate division WS3 bacterium clone 1659PC_10_1B_86 16S ribosomal RNA gene, partial sequence",540,0,1052,82.32,83.17,98.97,120.23,2.57,539.48,1e-26,199737,Bacteria,unk_k,Candidatus Latescibacteria,unk_c,unk_o,unk_f,unk_g,uncultured Latescibacteria bacterium
"34034|JF423108.1 Uncultured delta proteobacterium clone 1659PCS_1B_7 16S ribosomal RNA gene, partial sequence",526,0,986,41.08,41.08,100.0,243.46,1.82,525.51,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"34034|HE974891.1 Uncultured delta proteobacterium partial 16S rRNA gene, clone ATLA_Crab_Bac_C05",4062,0,948,93.46,93.46,100.0,107.0,17.12,4061.53,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"77133|HF922335.1 Uncultured bacterium partial 16S rRNA gene, clone HP-Bac-D08",810,0,1538,33.42,34.01,98.28,294.07,2.99,809.24,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|HF922346.1 Uncultured bacterium partial 16S rRNA gene, clone HP-Bac-E08HF922350.1 Uncultured bacterium partial 16S rRNA gene, clone HP-Bac-F01",1336,0,1541,66.45,67.1,99.03,149.03,3.93,1335.24,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|HF922362.1 Uncultured bacterium partial 16S rRNA gene, clone HP-Bac-G05",3432,0,1479,87.63,87.96,99.62,113.68,10.07,3431.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC682558.1 Uncultured bacterium clone ABEba_2C4 16S ribosomal RNA gene, partial sequence",918,0,1496,82.62,82.75,99.84,120.84,2.77,917.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC682652.1 Uncultured bacterium clone Marba_A4 16S ribosomal RNA gene, partial sequence",21666,0,1447,100.0,100.0,100.0,100.0,63.73,21665.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC682840.1 Uncultured bacterium clone KiMba_2B6 16S ribosomal RNA gene, partial sequence",768,0,1502,67.98,68.51,99.22,145.97,2.57,767.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC747079.1 Uncultured bacterium clone NHXS-79 16S ribosomal RNA gene, partial sequence",688,0,859,49.01,49.24,99.53,203.07,3.36,687.58,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|JX228932.1 Uncultured bacterium clone NT-dsrB-OTU10 dissimilatory sulfite reductase (dsrB) gene, partial cds",200,0,338,98.82,100.0,98.82,100.0,2.18,199.83,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"592975|KC596930.1 Uncultured Candidatus Scalindua sp. clone Sc-nirS-5-375m-02 nitrite reductase (nirS) gene, partial cds",632,0,432,96.06,100.0,96.06,100.0,9.31,631.79,1e-26,2897346,Bacteria,unk_k,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,,
"120858|KC702354.1 Uncultured epsilon proteobacterium clone E3M_007 ATP citrate lyase operon-rrnA operon intergenic spacer, partial sequence",2112,0,717,44.35,49.23,90.08,203.12,15.71,2111.65,1e-26,29547,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,,
"120858|KC702374.1 Uncultured epsilon proteobacterium clone S3M_006 ATP citrate lyase operon-rrnA operon intergenic spacer, partial sequence",1460,0,677,62.19,68.39,90.93,146.22,11.21,1459.67,1e-26,29547,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,,
"287|KC710194.1 Pseudomonas aeruginosa strain 42-712M insertion sequence ISPa8 putative transposase (tnpA) gene, complete cds; and disrupted outer membrane porin (oprD) gene, partial sequence",1334,0,1444,68.7,70.78,97.06,141.29,4.16,1333.29,1e-26,286,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
"77133|KC470869.1 Uncultured bacterium clone N_107 16S ribosomal RNA gene, partial sequence",1038,0,1496,80.61,81.28,99.18,123.03,3.77,1037.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC470897.1 Uncultured bacterium clone N_154 16S ribosomal RNA gene, partial sequence",4988,0,1471,30.66,30.73,99.78,325.44,16.32,4987.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KC470904.1 Uncultured bacterium clone N_172 16S ribosomal RNA gene, partial sequence",1026,0,1528,89.4,89.92,99.42,111.21,3.48,1025.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
